,width,depth,velocity,d50,d84,slope,discharge,river_class,bankfull,source,DOI,primary_source,site_id,notes,area,sed_discharge,d90,bedload_discharge,erosion_rate
1118,11.62,1.58,3.09,0.007,0.0154,0.0039,56.73,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1119,9.27,1.39,1.13,0.055,0.121,0.0028,14.56,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1120,49.390243902439,3.1994172839506203,2.33,0.107,0.168,0.00106,368.17,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Unadilla R at Rockdale, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1121,1.8,0.12,0.813,0.011,0.019,0.03,0.1756,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1122,19.268292682926802,1.23986075949367,0.9,0.018,0.052,0.00055,21.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Scajaquada Ck at Buffalo, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1123,2.0,0.115,0.897,0.011,0.019,0.03,0.2063,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1124,20.16,1.98,1.76,0.0006,0.00132,0.00036,70.25,1.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1125,22.2865853658537,0.8924651162790699,1.35,0.04,0.064,0.0015,26.85,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Onandaga Ck at Syracuse, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1126,21.4,1.83,1.94,0.016,0.0352,0.0025399999999999997,75.97,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1127,8.8,0.233,0.37799999999999995,0.1923,0.423,0.055999999999999994,0.775,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Orlandini et al,Orlandini et al,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1128,15.6,1.9,1.63,0.048,0.1056,0.00119,48.31,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1129,34.07,1.0,1.48,0.051,0.11220000000000001,0.00242,50.42,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1130,7.07,0.74,1.21,0.05,0.11,0.00424,6.33,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1131,16.99,1.56,2.17,0.0085,0.018699999999999998,0.0023899999999999998,57.51,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1132,22.3,1.7,0.86,0.019,0.0418,0.00043,32.6,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Griffiths,Griffiths,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1133,119.0,3.2,1.82,0.038,0.0836,0.00035,693.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1134,6.5,0.27,0.93,0.12,0.26,0.019,1.632,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Frosst Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1135,2.57,0.36,1.135,0.058,0.104,0.011000000000000001,1.05,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Andrews,Sagehen,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1136,2.57,0.36,1.135,0.058,0.104,0.011000000000000001,1.05,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Andrews,Sagehen,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1137,2.57,0.36,1.135,0.058,0.104,0.011000000000000001,1.05,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Andrews,Sagehen,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1138,2.0,0.11599999999999999,0.885,0.011,0.019,0.03,0.2053,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1139,6.7,0.51,0.48,0.025,0.055,0.0009199999999999999,1.64,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Griffiths,Griffiths,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1140,2.2,0.1,0.9009999999999999,0.011,0.019,0.03,0.1982,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1141,2.2,0.095,0.9470000000000001,0.011,0.019,0.03,0.1979,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1142,32.2,1.34,1.4,0.0359,0.07898000000000001,0.00119,60.4,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Hey & thorne,Hey & thorne,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1143,8.19,1.17,1.91,0.026,0.0572,0.0028,18.3,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1144,22.835365853658498,0.9200640854472629,1.34,0.04,0.064,0.00157,28.15,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Onandaga Ck at Syracuse, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1145,6.98,0.74,2.37,0.06,0.132,0.0073,12.24,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1146,24.8780487804878,0.941392156862745,1.56,0.125,0.436,0.006370000000000001,36.53,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Ouleout Ck at E Sidney, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1147,87.5,2.0501714285714296,1.8,0.088,0.152,0.00125,322.85,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Tioughnioga R at Itaska, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1148,341.0,2.25,1.46,0.046,0.1012,0.00074,1120.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1149,2.2,0.094,0.887,0.011,0.019,0.03,0.1834,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1150,2.0,0.11199999999999999,0.889,0.011,0.019,0.03,0.1991,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1151,1.6,0.11699999999999999,0.935,0.011,0.019,0.03,0.175,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1152,120.731707317073,1.6552404040403998,1.27,0.113,0.183,0.00091,253.75,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Chenango R nr Chenango Fks, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1153,33.5284077054377,1.24968,2.14277005608388,0.121921482565228,0.27432333577176304,0.004,89.76489000000001,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Jarrett,Jarrett,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1154,7.7,0.09,0.14,0.13,0.46,0.034,0.09699999999999999,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1155,87.1951219512195,1.9934601398601397,1.76,0.088,0.152,0.00122,305.86,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Tioughnioga R at Itaska, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1156,19.1158536585366,1.1911578947368402,3.11,0.137,0.277,0.0108,70.8,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"Mill Bk nr Dunraven, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1157,1.8,0.115,0.9490000000000001,0.011,0.019,0.03,0.1964,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1158,12.43,1.66,0.89,0.2,0.44,0.00124,18.36,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1159,14.6,1.43,1.26,0.0013,0.013,0.0007,26.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Leopold and Emmett,East-Fork 78,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1160,51.8166300902219,1.002792,1.7770056083881998,0.15240185320653502,0.243842965130456,0.003,92.31342,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Jarrett,Jarrett,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1161,64.9390243902439,1.39992863849765,1.96,0.305,0.762,0.00831,178.14,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Coon,"E Br Ausable R at Au Sable Fks, NY","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1162,2.2,0.092,0.851,0.011,0.019,0.03,0.1722,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1163,206.0,7.01,3.57,0.054,0.1188,0.0013,5154.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1164,10.9,0.488,0.991,0.162,0.393,0.0163,5.27,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Thorne & Zevenbergen,Thorne & Zevenbergen,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1165,76.2,2.74,3.32,0.051,0.11220000000000001,0.0018100000000000002,693.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Griffiths,Griffiths,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1166,16.0,0.514,1.271,0.13,0.337,0.0198,10.45,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Thorne & Zevenbergen,Thorne & Zevenbergen,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1167,1.8,0.11199999999999999,0.841,0.011,0.019,0.03,0.1695,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Gomez (1988),Borgne d'Arolla,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1168,123.0,1.91,1.09,0.025,0.055,0.00033999999999999997,256.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Griffiths,Griffiths,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1169,14.6,1.3,1.17,0.0013,0.013,0.0007,22.2,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Leopold and Emmett,East-Fork 73-75,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1170,24.552238805970102,1.34,2.18,0.21,0.375,0.019119999999999998,71.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Barnes,"Boundary Creek nr Porthill, ID","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1171,130.0,1.03,1.27,0.077,0.1694,0.0012,170.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1172,9.25,0.87,1.78,0.029,0.0638,0.0019,14.32,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Higginson & Johnston,Higginson & Johnston,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1173,7.25,0.29,0.33399999999999996,0.1391,0.306,0.047,0.7020000000000001,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Orlandini et al,Orlandini et al,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1174,45.756457564575605,2.71,2.88,0.25,0.44,0.00605,357.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Barnes,"South Fork Clearwater R nr Grangeville, ID","Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1175,31.1,1.39,0.56,0.102,0.22440000000000002,0.00039,24.2,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Griffiths,Griffiths,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1176,19.3,1.62,2.39,0.0584,0.12847999999999998,0.007359999999999999,74.7,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Hey & thorne,Hey & thorne,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
1177,101.0,7.51,1.94,0.038,0.0836,0.00033999999999999997,1471.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Griffiths,Griffiths,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
